Company,TypeName,OpSys,Width,Heigth,IsTouchscreen,CpuProducer,CpuSpeed (GHz),HDD,Hybrid,SSD,Flash Storage,GpuProducer,Ram (GB),Weight (kg),Price_euros
HP,Notebook,Windows 10,1366,768,No,Intel,2.5,0,0,256,0,AMD,8,1.91,618.99
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.6,0,0,256,0,Intel,8,1.4,1599.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.1,500,0,0,0,Intel,4,2.1,299.0
Lenovo,Netbook,Chrome OS,1366,768,No,Intel,1.6,0,0,16,0,Intel,4,1.25,265.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.44,949.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,256,0,Intel,8,2.0,1224.0
Acer,Notebook,Windows 10,1920,1080,No,Intel,1.6,1024,0,0,0,Nvidia,4,2.2,613.0
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,8,1.34,1323.0
Lenovo,Gaming,No OS,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,8,2.4,1149.0
Dell,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.5,0,0,128,0,Intel,8,1.29,899.0
Acer,Notebook,Windows 10,1920,1080,No,Intel,2.7,500,0,0,0,Nvidia,4,2.2,639.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,8,2.18,836.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.8,2048,0,256,0,AMD,16,2.2,1219.24
Other,Notebook,No OS,1920,1080,No,Intel,1.8,0,0,256,0,Nvidia,16,1.95,1399.95
Asus,Netbook,Windows 10,1366,768,No,Intel,1.1,0,0,0,32,Intel,2,1.1,245.0
HP,Notebook,Windows 10,1366,768,Yes,Intel,1.6,1024,0,0,0,Intel,4,2.04,521.47
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,0,0,512,0,Nvidia,24,2.24,2968.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,2.04,889.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,3.0,1504.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,8,3.2,1399.0
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.32,1399.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,Intel,8,1.64,1279.73
HP,Notebook,Windows 10,1366,768,No,Intel,2.0,0,0,128,0,Intel,4,1.63,689.0
Dell,Notebook,Linux,1920,1080,No,Intel,1.6,1024,0,128,0,AMD,8,2.8,889.0
Lenovo,Notebook,Windows 7,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,2.02,1340.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,0,0,Nvidia,4,2.2,799.0
Lenovo,Notebook,No OS,1366,768,No,Intel,2.0,2048,0,0,0,Nvidia,8,2.2,459.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,500,0,0,0,AMD,4,2.3,585.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Intel,8,1.9,1377.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,16,4.42,3012.77
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,500,0,0,0,Intel,8,2.0,860.0
Asus,Notebook,Windows 10,3840,2160,No,Intel,2.7,1024,0,256,0,Nvidia,8,2.0,1299.0
Other,Notebook,Windows 10,1920,1080,No,Intel,1.1,0,0,32,0,Intel,4,1.2,369.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,8,2.3,1649.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,1.93,1369.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.6,0,0,256,0,AMD,8,2.2,797.41
HP,Notebook,Windows 10,1920,1080,No,Intel,1.6,0,0,256,0,Intel,4,1.86,398.99
HP,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,12,2.62,1799.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,8,1.87,859.0
Dell,Ultrabook,Windows 10,3200,1800,Yes,Intel,1.8,0,0,256,0,Intel,8,1.2,1399.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.0,0,0,128,0,Intel,4,1.6,735.87
HP,Ultrabook,Windows 10,3200,1800,No,Intel,2.7,0,0,256,0,Intel,8,1.34,1145.0
Acer,Gaming,Linux,1920,1080,No,Intel,2.5,1024,0,0,0,Nvidia,8,2.4,798.0
Asus,Notebook,Windows 10,1366,768,No,AMD,1.8,500,0,0,0,AMD,4,2.0,349.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,128,0,Intel,4,2.1,705.5
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,500,0,0,0,Intel,4,1.87,785.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.3,1024,0,0,0,Intel,4,2.15,462.35
HP,Notebook,Windows 10,1920,1080,No,Intel,2.0,500,0,0,0,Intel,4,1.86,397.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,8,1.99,1729.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.0,0,0,128,0,Intel,4,2.2,499.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.9,1116.99
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,4.42,2699.0
HP,Notebook,Windows 10,1600,900,No,Intel,2.0,1024,0,0,0,Intel,8,2.65,544.15
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,0,0,Nvidia,8,2.63,1280.0
Asus,Notebook,Linux,1366,768,No,Intel,1.1,500,0,0,0,Intel,4,2.0,224.0
Other,Notebook,Windows 10,1920,1080,No,Intel,1.44,0,0,0,32,Intel,4,1.35,255.0
Lenovo,Notebook,Windows 10,1600,900,No,Intel,2.7,1024,0,128,0,Nvidia,6,2.8,949.0
HP,Notebook,Windows 10,1920,1080,No,AMD,2.5,0,0,128,0,AMD,6,1.91,568.9
Dell,Notebook,Windows 10,1366,768,No,Intel,2.0,1024,0,0,0,AMD,4,2.18,617.9
Acer,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.0,0,0,0,32,Intel,4,1.25,349.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,128,0,Intel,4,2.05,630.0
HP,Ultrabook,Windows 10,3200,1800,Yes,Intel,1.2,0,0,512,0,Intel,16,1.16,1965.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,3.4,2999.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,8,2.5,839.0
Dell,Ultrabook,Windows 10,3840,2160,Yes,Intel,1.6,0,0,128,0,Intel,8,1.21,1599.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.6,500,0,0,0,Intel,4,1.93,959.0
Other,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,Intel,8,2.2,739.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.1,500,0,0,0,Intel,4,2.2,344.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,Intel,4,2.02,990.0
HP,Workstation,Windows 10,1600,900,No,Intel,2.8,500,0,0,0,Nvidia,8,3.14,1860.99
HP,Notebook,Windows 10,1366,768,No,Intel,1.6,2048,0,0,0,Intel,8,1.94,389.0
HP,Notebook,Windows 10,1920,1080,No,AMD,3.0,0,0,256,0,AMD,6,1.95,649.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,2.3,830.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.6,500,0,0,0,Intel,4,2.05,685.0
Other,Notebook,Windows 10,1920,1080,No,Intel,1.44,0,0,32,0,Intel,4,1.4,249.0
Toshiba,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,16,1.24,1865.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.7,1024,0,256,0,Nvidia,32,4.6,2663.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.9,1024,0,512,0,Nvidia,16,4.14,2729.0
Dell,Notebook,Linux,1920,1080,No,Intel,2.7,0,0,256,0,AMD,8,2.2,749.01
Other,Notebook,Windows 10,1920,1080,No,Intel,1.1,0,0,32,0,Intel,4,1.45,389.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.6,500,0,0,0,Intel,8,1.9,1008.52
HP,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,128,0,Intel,4,1.49,719.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,16,1.93,1537.39
Dell,Netbook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,16,Intel,4,1.26,295.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.7,1024,0,128,0,Nvidia,16,4.5,2349.0
HP,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,3.78,1498.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,Intel,12,1.4,1673.0
Lenovo,Notebook,Windows 10,1366,768,Yes,Intel,1.8,1024,0,0,0,Intel,12,2.2,609.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,8,2.73,1770.0
Asus,2 in 1 Convertible,Windows 10,1366,768,Yes,Intel,2.5,1024,0,0,0,Intel,8,2.2,739.0
Lenovo,Notebook,Windows 10,1920,1080,No,AMD,3.6,0,0,512,0,AMD,12,2.2,949.0
Dell,2 in 1 Convertible,Windows 10,1366,768,Yes,Intel,1.0,0,0,128,0,Intel,4,1.39,603.0
Other,Notebook,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,16,2.5,1699.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.0,500,0,0,0,Intel,4,2.8,529.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,2.3,1024,0,0,0,Intel,8,2.29,459.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,8,1.37,2025.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.7,1474.0
Dell,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.34,1670.0
Dell,Workstation,Windows 10,1920,1080,Yes,Intel,2.8,0,0,256,0,Nvidia,8,2.06,1763.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.84,1219.0
HP,Notebook,Windows 10,1366,768,No,Intel,2.4,500,0,0,0,Intel,4,2.1,668.48
Acer,Notebook,Windows 10,1920,1080,No,Intel,1.1,0,0,0,32,Intel,4,1.6,329.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.7,1024,0,128,0,Nvidia,16,4.14,2199.0
Dell,Notebook,Linux,1366,768,No,Intel,2.0,1024,0,0,0,AMD,4,2.18,465.0
MSI,Gaming,Windows 10,3840,2160,No,Intel,2.8,2048,0,256,0,Nvidia,16,1.8,2299.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,2.2,1399.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,6,2.4,564.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.8,0,0,256,0,Intel,8,2.0,1299.0
Acer,Notebook,Windows 10,1366,768,No,Intel,1.6,0,0,0,128,Intel,4,1.6,349.0
Lenovo,Notebook,Windows 10,3840,2160,No,Intel,3.1,0,0,1024,0,Nvidia,32,2.5,4899.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.6,1024,0,0,0,Nvidia,16,2.59,879.01
Dell,Notebook,Linux,1366,768,No,Intel,2.0,1024,0,0,0,Intel,4,2.18,443.9
Dell,Notebook,Linux,1366,768,No,Intel,2.0,1024,0,0,0,Intel,4,2.25,359.0
Dell,Notebook,Linux,1366,768,No,Intel,2.6,500,0,0,0,Intel,4,1.93,869.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,3.0,1168.0
Dell,Notebook,Linux,1920,1080,No,Intel,2.5,0,0,128,0,AMD,4,2.18,569.0
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,8,1.84,1389.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.94,2267.86
Acer,2 in 1 Convertible,Chrome OS,1366,768,Yes,Intel,1.6,0,0,0,32,Intel,4,1.25,379.0
HP,Notebook,Windows 10,1366,768,No,Intel,2.6,0,0,256,0,Intel,8,2.31,1124.0
Lenovo,Notebook,Windows 7,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,1.65,1465.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.6,1024,0,0,0,AMD,4,2.2,776.0
Other,Notebook,Windows 10,1366,768,No,Intel,2.5,0,0,256,0,Intel,8,2.2,799.0
HP,Notebook,Windows 7,1366,768,No,Intel,2.3,500,0,0,0,Intel,4,1.88,932.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,0,0,Nvidia,8,2.2,899.0
Other,Notebook,Windows 10,1920,1080,No,Intel,1.44,0,0,0,32,Intel,2,1.4,239.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.5,0,0,128,0,Intel,4,2.2,468.0
Asus,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,1024,0,0,0,Intel,6,1.5,639.01
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,2.0,1820.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,16,1.1,1900.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.62,1479.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.6,0,0,256,0,Intel,4,1.8,829.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.0,1024,0,0,0,Nvidia,4,2.2,579.0
Asus,Notebook,Windows 10,1366,768,No,Intel,1.1,1024,0,0,0,Intel,8,2.0,399.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Nvidia,8,1.99,906.62
Dell,Ultrabook,Windows 10,3200,1800,Yes,Intel,1.6,0,0,256,0,Intel,8,1.23,1869.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.6,0,0,0,32,Intel,2,1.42,249.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,0,0,256,0,Intel,8,1.37,1757.42
Dell,Notebook,Windows 10,3840,2160,Yes,Intel,2.8,0,0,1024,0,Nvidia,16,2.06,2399.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.5,1109.0
HP,Notebook,Windows 10,1600,900,No,AMD,3.0,1024,0,0,0,AMD,8,2.6,520.9
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,16,1.14,2450.0
Asus,Gaming,No OS,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,8,2.5,1169.0
Acer,Notebook,Windows 10,1366,768,No,Intel,2.0,500,0,0,0,Intel,4,2.4,450.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.6,0,0,0,32,Intel,4,1.43,274.0
Acer,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.8,919.0
Other,Gaming,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,16,1.95,2599.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,1.2,1213.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.36,1584.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Nvidia,32,3.8,2799.0
Acer,Gaming,Linux,1920,1080,No,Intel,2.5,1024,0,0,0,Nvidia,8,2.4,709.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,1.6,0,0,256,0,Intel,8,1.2,1449.9
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.2,1191.8
HP,Notebook,No OS,1366,768,No,Intel,2.0,500,0,0,0,Intel,4,1.86,364.9
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,500,0,0,0,Intel,8,2.0,1064.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.8,0,0,256,0,AMD,8,2.2,919.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.8,2048,0,256,0,AMD,16,2.2,1135.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.6,1024,0,128,0,Nvidia,8,3.31,1196.0
Dell,Gaming,Windows 10,3840,2160,No,Intel,2.8,1024,0,512,0,Nvidia,32,4.42,3147.37
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,256,0,Intel,8,1.56,1229.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.1,500,0,0,0,Intel,4,2.2,419.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.3,500,0,0,0,Intel,4,2.2,535.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.0,1024,0,0,0,AMD,6,2.04,539.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.7,1486.77
Toshiba,Notebook,Windows 10,1366,768,No,Intel,2.1,0,0,128,0,Intel,4,2.1,498.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,8,2.06,955.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,0,0,AMD,8,2.1,745.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,2.0,1258.0
Acer,Notebook,Linux,1366,768,No,Intel,2.0,0,0,128,0,Intel,4,2.1,412.0
Other,Ultrabook,Other,2256,1504,Yes,Intel,2.8,0,0,256,0,Intel,8,1.252,1867.85
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,AMD,8,1.9,817.95
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.3,1034.0
Lenovo,Notebook,Windows 10,1366,768,No,AMD,2.2,0,0,128,0,AMD,4,2.2,349.0
HP,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.4,0,0,128,0,Nvidia,4,1.63,699.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.4,1294.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.1,1135.0
HP,2 in 1 Convertible,Chrome OS,1366,768,Yes,Intel,1.1,0,0,0,64,Intel,8,1.4,495.0
Other,Ultrabook,Windows 10,1920,1080,No,Intel,1.8,0,0,512,0,Intel,8,1.09,2299.0
Acer,Gaming,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,16,2.5,1299.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,2.2,997.9
Asus,Notebook,Windows 10,1366,768,No,Intel,1.1,0,0,128,0,Intel,4,1.86,419.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,16,3.21,2051.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.0,0,0,256,0,AMD,4,2.5,699.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.8,0,0,512,0,Intel,8,1.19,1499.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.9,1024,0,256,0,Nvidia,16,3.49,2813.75
HP,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,AMD,4,1.86,612.61
Dell,Notebook,Windows 10,1366,768,No,Intel,2.0,1024,0,0,0,AMD,4,2.2,545.67
HP,Notebook,Windows 10,1920,1080,No,AMD,2.4,2048,0,0,0,AMD,6,2.65,569.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.1,318.0
Acer,Notebook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,32,Intel,4,1.45,375.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,4,1.7,699.0
HP,Workstation,Windows 10,1920,1080,No,Intel,2.8,500,0,0,0,Nvidia,8,3.14,1907.99
Lenovo,2 in 1 Convertible,Windows 10,2560,1440,Yes,Intel,2.7,0,0,256,0,Intel,8,1.42,2590.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.5,973.0
Acer,Netbook,Windows 10,1366,768,No,Intel,1.6,0,0,0,32,Intel,4,1.4,269.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,16,1.38,1749.0
Asus,2 in 1 Convertible,Chrome OS,1920,1080,Yes,Intel,0.9,0,0,0,64,Intel,4,1.2,669.0
Toshiba,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.5,0,0,512,0,Intel,16,1.36,1877.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,500,0,0,0,AMD,4,2.1,689.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Nvidia,8,2.56,819.0
Lenovo,Notebook,Windows 10,1920,1080,No,AMD,2.9,0,0,256,0,AMD,4,2.2,399.0
Lenovo,Notebook,Windows 10,1366,768,No,AMD,3.6,1024,0,0,0,AMD,8,2.2,429.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,2048,0,0,0,Intel,4,2.1,621.45
Lenovo,Notebook,No OS,1366,768,No,Intel,2.0,500,0,0,0,Intel,4,1.9,450.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,2.18,795.0
Acer,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.6,0,0,256,0,Intel,8,1.6,999.0
Lenovo,Workstation,Windows 7,1920,1080,No,Intel,2.5,0,0,512,0,Nvidia,16,2.18,1855.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.3,0,0,256,0,Intel,8,1.8,1191.0
HP,Notebook,Windows 10,1920,1080,No,AMD,2.5,2048,0,0,0,AMD,6,2.71,655.01
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.5,1249.0
Dell,Notebook,Linux,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,1.64,1089.0
Dell,Notebook,Linux,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,8,1.98,726.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,1.1,0,0,0,32,Intel,4,1.5,298.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.6,0,0,512,0,Intel,16,1.93,1426.66
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,1.87,857.07
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,Intel,8,1.9,1179.0
Lenovo,Notebook,Windows 10,1366,768,No,AMD,2.0,500,0,0,0,AMD,4,2.19,298.0
Other,Notebook,Windows 10,1920,1200,No,Intel,1.92,32,0,0,0,Intel,4,1.4,265.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,8,2.63,1200.0
Lenovo,Ultrabook,Windows 10,2560,1440,No,Intel,2.5,0,0,512,0,Intel,8,1.17,1686.64
HP,2 in 1 Convertible,Windows 10,1366,768,Yes,Intel,2.5,0,0,256,0,Intel,8,1.58,836.6
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.32,1499.0
Dell,Gaming,Windows 10,3840,2160,No,Intel,2.8,1024,0,1024,0,Nvidia,32,4.36,3659.4
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.7,1348.48
Lenovo,Notebook,No OS,1366,768,No,Intel,2.5,1024,0,0,0,Intel,4,1.9,489.9
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.6,1024,0,128,0,AMD,8,2.2,719.0
Dell,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.4,1024,0,0,0,Intel,4,1.71,649.0
Dell,Notebook,Linux,1366,768,No,Intel,2.5,1024,0,0,0,AMD,8,2.32,589.52
HP,Notebook,Windows 10,1920,1080,No,AMD,3.0,1024,0,0,0,AMD,4,2.1,489.0
Acer,Gaming,Windows 10,1920,1080,No,Intel,2.6,1024,0,128,0,Nvidia,16,4.2,1935.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,Intel,12,2.25,649.0
HP,Notebook,Windows 10,1920,1080,No,AMD,3.0,1024,0,128,0,AMD,6,2.1,650.0
Acer,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,Intel,4,2.4,559.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.44,960.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,0,0,Intel,4,1.85,779.0
HP,Workstation,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,16,2.6,2419.0
Dell,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.6,1024,0,0,0,Intel,8,1.55,659.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,1.8,2094.48
Acer,Notebook,Windows 10,1366,768,No,Intel,2.0,500,0,0,0,Intel,4,2.4,410.8
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,128,0,Nvidia,8,2.0,1207.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.0,0,0,256,0,Intel,8,2.0,665.0
Toshiba,Notebook,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.25,1535.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.7,999.0
Lenovo,Workstation,Windows 10,3840,2160,No,Intel,2.8,0,0,1024,0,Nvidia,16,2.5,3299.0
Acer,Notebook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,32,Intel,2,1.68,330.0
Other,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,16,0.81,1649.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.0,0,0,256,0,Intel,8,1.86,539.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.5,0,0,256,0,Intel,8,1.6,1126.71
HP,Workstation,Windows 7,1920,1080,No,Intel,2.9,0,0,256,0,Nvidia,16,3.0,4389.0
Lenovo,Netbook,Windows 10,1366,768,Yes,Intel,1.6,0,0,128,0,Intel,4,1.4,475.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,256,0,Intel,8,1.84,1900.0
