Company,TypeName,Ram (GB),OpSys,Weight (kg),Width,Heigth,IsTouchscreen,CpuProducer,CpuSpeed (GHz),MemoryType,CombinedMemoryCapacity (GB),GpuProducer,Price_euros
Lenovo,Gaming,8,No OS,2.4,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1149.0
Dell,Ultrabook,8,Windows 10,1.29,1920,1080,Yes,Intel,2.5,SSD,128,Intel,899.0
Acer,Notebook,4,Windows 10,2.2,1920,1080,No,Intel,2.7,HDD,500,Nvidia,639.0
Dell,Notebook,8,Windows 10,2.18,1920,1080,No,Intel,2.5,HDD,1024,Intel,836.0
Dell,Notebook,16,Windows 10,2.2,1920,1080,No,Intel,1.8,"SSD, HDD",2304,AMD,1219.24
Xiaomi,Notebook,16,No OS,1.95,1920,1080,No,Intel,1.8,SSD,256,Nvidia,1399.95
Asus,Netbook,2,Windows 10,1.1,1366,768,No,Intel,1.1,Flash Storage,32,Intel,245.0
HP,Notebook,4,Windows 10,2.04,1366,768,Yes,Intel,1.6,HDD,1024,Intel,521.47
Asus,Gaming,24,Windows 10,2.24,1920,1080,No,Intel,2.8,SSD,512,Nvidia,2968.0
HP,Notebook,8,Windows 10,2.04,1920,1080,No,Intel,2.5,SSD,256,Nvidia,889.0
Asus,Gaming,16,Windows 10,3.0,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1504.0
Lenovo,Gaming,8,Windows 10,3.2,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1399.0
HP,Ultrabook,8,Windows 10,1.32,1920,1080,No,Intel,2.7,SSD,256,Intel,1399.0
Dell,Notebook,8,Windows 10,1.64,1920,1080,No,Intel,2.6,SSD,256,Intel,1279.73
HP,Notebook,4,Windows 10,1.63,1366,768,No,Intel,2.0,SSD,128,Intel,689.0
Dell,Notebook,8,Linux,2.8,1920,1080,No,Intel,1.6,"SSD, HDD",1152,AMD,889.0
Lenovo,Notebook,8,Windows 7,2.02,1920,1080,No,Intel,2.3,SSD,256,Intel,1340.0
Lenovo,Notebook,4,Windows 10,2.2,1920,1080,No,Intel,2.7,HDD,1024,Nvidia,799.0
Lenovo,Notebook,8,No OS,2.2,1366,768,No,Intel,2.0,HDD,2048,Nvidia,459.0
Dell,Notebook,4,Windows 10,2.3,1920,1080,No,Intel,2.5,HDD,500,AMD,585.0
Dell,Notebook,8,Windows 10,1.9,1920,1080,No,Intel,2.8,SSD,256,Intel,1377.0
Dell,Gaming,16,Windows 10,4.42,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,3012.77
Toshiba,Notebook,8,Windows 10,2.0,1920,1080,No,Intel,2.5,HDD,500,Intel,860.0
Asus,Notebook,8,Windows 10,2.0,3840,2160,No,Intel,2.7,"SSD, HDD",1280,Nvidia,1299.0
Mediacom,Notebook,4,Windows 10,1.2,1920,1080,No,Intel,1.1,SSD,32,Intel,369.0
Asus,Gaming,8,Windows 10,2.3,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,1649.0
Dell,Notebook,8,Windows 10,1.93,1920,1080,No,Intel,2.8,SSD,256,Nvidia,1369.0
Dell,Notebook,8,Windows 10,2.2,1920,1080,No,Intel,1.6,SSD,256,AMD,797.41
HP,Notebook,4,Windows 10,1.86,1920,1080,No,Intel,1.6,SSD,256,Intel,398.99
HP,Gaming,12,Windows 10,2.62,1920,1080,No,Intel,2.8,HDD,1024,Nvidia,1799.0
Lenovo,Notebook,8,Windows 10,1.87,1920,1080,No,Intel,2.7,SSD,256,Nvidia,859.0
Dell,Ultrabook,8,Windows 10,1.2,3200,1800,Yes,Intel,1.8,SSD,256,Intel,1399.0
Dell,Notebook,4,Windows 10,1.6,1920,1080,No,Intel,2.0,SSD,128,Intel,735.87
HP,Ultrabook,8,Windows 10,1.34,3200,1800,No,Intel,2.7,SSD,256,Intel,1145.0
Acer,Gaming,8,Linux,2.4,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,798.0
Asus,Notebook,4,Windows 10,2.0,1366,768,No,AMD,1.8,HDD,500,AMD,349.0
HP,Notebook,4,Windows 10,2.1,1920,1080,No,Intel,2.4,SSD,128,Intel,705.5
Lenovo,Notebook,4,Windows 10,1.87,1920,1080,No,Intel,2.5,HDD,500,Intel,785.0
Lenovo,Notebook,4,No OS,2.15,1920,1080,No,Intel,2.3,HDD,1024,Intel,462.35
HP,Notebook,4,Windows 10,1.86,1920,1080,No,Intel,2.0,HDD,500,Intel,397.0
Lenovo,Notebook,8,Windows 10,1.99,1920,1080,No,Intel,2.7,SSD,512,Intel,1729.0
Lenovo,Notebook,4,Windows 10,2.2,1920,1080,No,Intel,2.0,SSD,128,Intel,499.0
Dell,Notebook,8,Windows 10,1.9,1920,1080,No,Intel,2.5,SSD,256,Intel,1116.99
Dell,Gaming,16,Windows 10,4.42,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2699.0
HP,Notebook,8,Windows 10,2.65,1600,900,No,Intel,2.0,HDD,1024,Intel,544.15
HP,Notebook,8,Windows 10,2.63,1920,1080,No,Intel,2.7,HDD,1024,Nvidia,1280.0
Asus,Notebook,4,Linux,2.0,1366,768,No,Intel,1.1,HDD,500,Intel,224.0
Mediacom,Notebook,4,Windows 10,1.35,1920,1080,No,Intel,1.44,Flash Storage,32,Intel,255.0
Lenovo,Notebook,6,Windows 10,2.8,1600,900,No,Intel,2.7,"SSD, HDD",1152,Nvidia,949.0
HP,Notebook,6,Windows 10,1.91,1920,1080,No,AMD,2.5,SSD,128,AMD,568.9
Dell,Notebook,4,Windows 10,2.18,1366,768,No,Intel,2.0,HDD,1024,AMD,617.9
Acer,2 in 1 Convertible,4,Windows 10,1.25,1920,1080,Yes,Intel,2.0,Flash Storage,32,Intel,349.0
Lenovo,Notebook,4,Windows 10,2.05,1920,1080,No,Intel,2.7,SSD,128,Intel,630.0
HP,Ultrabook,16,Windows 10,1.16,3200,1800,Yes,Intel,1.2,SSD,512,Intel,1965.0
Lenovo,Notebook,8,Windows 10,3.4,1920,1080,No,Intel,2.8,SSD,256,Nvidia,2999.0
Asus,Notebook,8,Windows 10,2.5,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,839.0
Dell,Ultrabook,8,Windows 10,1.21,3840,2160,Yes,Intel,1.6,SSD,128,Intel,1599.0
Dell,Notebook,4,Windows 10,1.93,1366,768,No,Intel,2.6,HDD,500,Intel,959.0
Fujitsu,Notebook,8,Windows 10,2.2,1366,768,No,Intel,2.5,HDD,1024,Intel,739.0
Lenovo,Notebook,4,Windows 10,2.2,1920,1080,No,Intel,1.1,HDD,500,Intel,344.0
Lenovo,Notebook,4,Windows 10,2.02,1366,768,No,Intel,2.5,HDD,500,Intel,990.0
HP,Workstation,8,Windows 10,3.14,1600,900,No,Intel,2.8,HDD,500,Nvidia,1860.99
HP,Notebook,8,Windows 10,1.94,1366,768,No,Intel,1.6,HDD,2048,Intel,389.0
HP,Notebook,6,Windows 10,1.95,1920,1080,No,AMD,3.0,SSD,256,AMD,649.0
Lenovo,Notebook,8,Windows 10,2.3,1920,1080,No,Intel,2.5,SSD,256,Intel,830.0
Lenovo,Notebook,4,Windows 10,2.05,1920,1080,No,Intel,1.6,HDD,500,Intel,685.0
Mediacom,Notebook,4,Windows 10,1.4,1920,1080,No,Intel,1.44,SSD,32,Intel,249.0
Toshiba,Ultrabook,16,Windows 10,1.24,1920,1080,Yes,Intel,2.7,SSD,512,Intel,1865.0
Lenovo,Gaming,32,Windows 10,4.6,1920,1080,No,Intel,2.7,"SSD, HDD",1280,Nvidia,2663.0
MSI,Gaming,16,Windows 10,4.14,1920,1080,No,Intel,2.9,"SSD, HDD",1536,Nvidia,2729.0
Dell,Notebook,8,Linux,2.2,1920,1080,No,Intel,2.7,SSD,256,AMD,749.01
Mediacom,Notebook,4,Windows 10,1.45,1920,1080,No,Intel,1.1,SSD,32,Intel,389.0
Dell,Notebook,8,Windows 10,1.9,1366,768,No,Intel,2.6,HDD,500,Intel,1008.52
HP,Notebook,4,Windows 10,1.49,1920,1080,No,Intel,2.4,SSD,128,Intel,719.0
Dell,Notebook,16,Windows 10,1.93,1920,1080,No,Intel,2.8,SSD,256,Nvidia,1537.39
Dell,Netbook,4,Chrome OS,1.26,1366,768,No,Intel,1.6,Flash Storage,16,Intel,295.0
MSI,Gaming,16,Windows 10,4.5,1920,1080,No,Intel,2.7,"SSD, HDD",1152,Nvidia,2349.0
HP,Gaming,16,Windows 10,3.78,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1498.0
Lenovo,Ultrabook,12,Windows 10,1.4,1920,1080,No,Intel,2.6,SSD,256,Intel,1673.0
Lenovo,Notebook,12,Windows 10,2.2,1366,768,Yes,Intel,1.8,HDD,1024,Intel,609.0
Asus,Gaming,8,Windows 10,2.73,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,1770.0
Asus,2 in 1 Convertible,8,Windows 10,2.2,1366,768,Yes,Intel,2.5,HDD,1024,Intel,739.0
Lenovo,Notebook,12,Windows 10,2.2,1920,1080,No,AMD,3.6,SSD,512,AMD,949.0
Dell,2 in 1 Convertible,4,Windows 10,1.39,1366,768,Yes,Intel,1.0,SSD,128,Intel,603.0
Samsung,Notebook,16,Windows 10,2.5,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1699.0
Lenovo,Notebook,4,No OS,2.8,1920,1080,No,Intel,2.0,HDD,500,Intel,529.0
Lenovo,Notebook,8,Windows 10,2.29,1366,768,No,Intel,2.3,HDD,1024,Intel,459.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1920,1080,Yes,Intel,2.7,SSD,512,Intel,2025.0
Lenovo,Notebook,8,Windows 10,1.7,1920,1080,No,Intel,2.5,SSD,256,Intel,1474.0
Dell,2 in 1 Convertible,8,Windows 10,1.34,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1670.0
Dell,Workstation,8,Windows 10,2.06,1920,1080,Yes,Intel,2.8,SSD,256,Nvidia,1763.0
HP,Notebook,8,Windows 10,1.84,1920,1080,No,Intel,2.7,SSD,256,Intel,1219.0
HP,Notebook,4,Windows 10,2.1,1366,768,No,Intel,2.4,HDD,500,Intel,668.48
Acer,Notebook,4,Windows 10,1.6,1920,1080,No,Intel,1.1,Flash Storage,32,Intel,329.0
MSI,Gaming,16,Windows 10,4.14,1920,1080,No,Intel,2.7,"SSD, HDD",1152,Nvidia,2199.0
Dell,Notebook,4,Linux,2.18,1366,768,No,Intel,2.0,HDD,1024,AMD,465.0
MSI,Gaming,16,Windows 10,1.8,3840,2160,No,Intel,2.8,"SSD, HDD",2304,Nvidia,2299.0
Toshiba,Notebook,8,Windows 10,2.2,1920,1080,No,Intel,2.5,SSD,256,Intel,1399.0
Lenovo,Notebook,6,Windows 10,2.4,1920,1080,No,Intel,2.5,HDD,1024,Intel,564.0
Lenovo,2 in 1 Convertible,8,Windows 10,2.0,1920,1080,Yes,Intel,2.8,SSD,256,Intel,1299.0
Acer,Notebook,4,Windows 10,1.6,1366,768,No,Intel,1.6,Flash Storage,128,Intel,349.0
Lenovo,Notebook,32,Windows 10,2.5,3840,2160,No,Intel,3.1,SSD,1024,Nvidia,4899.0
Dell,Gaming,16,Windows 10,2.59,1920,1080,No,Intel,2.6,HDD,1024,Nvidia,879.01
Dell,Notebook,4,Linux,2.18,1366,768,No,Intel,2.0,HDD,1024,Intel,443.9
Dell,Notebook,4,Linux,2.25,1366,768,No,Intel,2.0,HDD,1024,Intel,359.0
Dell,Notebook,4,Linux,1.93,1366,768,No,Intel,2.6,HDD,500,Intel,869.0
Asus,Gaming,8,Windows 10,3.0,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1168.0
Dell,Notebook,4,Linux,2.18,1920,1080,No,Intel,2.5,SSD,128,AMD,569.0
HP,Ultrabook,8,Windows 10,1.84,1920,1080,No,Intel,2.7,SSD,512,Intel,1389.0
MSI,Gaming,16,Windows 10,2.94,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2267.86
Acer,2 in 1 Convertible,4,Chrome OS,1.25,1366,768,Yes,Intel,1.6,Flash Storage,32,Intel,379.0
HP,Notebook,8,Windows 10,2.31,1366,768,No,Intel,2.6,SSD,256,Intel,1124.0
Lenovo,Notebook,8,Windows 7,1.65,1920,1080,No,Intel,2.3,SSD,256,Intel,1465.0
Dell,Notebook,4,Windows 10,2.2,1920,1080,No,Intel,1.6,HDD,1024,AMD,776.0
Fujitsu,Notebook,8,Windows 10,2.2,1366,768,No,Intel,2.5,SSD,256,Intel,799.0
HP,Notebook,4,Windows 7,1.88,1366,768,No,Intel,2.3,HDD,500,Intel,932.0
Lenovo,Notebook,8,Windows 10,2.2,1920,1080,No,Intel,2.7,HDD,1024,Nvidia,899.0
Mediacom,Notebook,2,Windows 10,1.4,1920,1080,No,Intel,1.44,Flash Storage,32,Intel,239.0
Lenovo,Notebook,4,No OS,2.2,1920,1080,No,Intel,2.5,SSD,128,Intel,468.0
Asus,2 in 1 Convertible,6,Windows 10,1.5,1920,1080,Yes,Intel,2.5,HDD,1024,Intel,639.01
Dell,Notebook,8,Windows 10,2.0,1920,1080,No,Intel,2.8,SSD,256,Nvidia,1820.0
Asus,Ultrabook,16,Windows 10,1.1,1920,1080,No,Intel,2.7,SSD,512,Intel,1900.0
Dell,Gaming,16,Windows 10,2.62,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1479.0
Lenovo,Notebook,4,Windows 10,1.8,1920,1080,No,Intel,1.6,SSD,256,Intel,829.0
Lenovo,Notebook,4,Windows 10,2.2,1920,1080,No,Intel,2.0,HDD,1024,Nvidia,579.0
Asus,Notebook,8,Windows 10,2.0,1366,768,No,Intel,1.1,HDD,1024,Intel,399.0
Asus,Notebook,8,Windows 10,1.99,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,906.62
Dell,Ultrabook,8,Windows 10,1.23,3200,1800,Yes,Intel,1.6,SSD,256,Intel,1869.0
Lenovo,Notebook,2,Windows 10,1.42,1366,768,No,Intel,1.6,Flash Storage,32,Intel,249.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1920,1080,Yes,Intel,2.7,SSD,256,Intel,1757.42
Dell,Notebook,16,Windows 10,2.06,3840,2160,Yes,Intel,2.8,SSD,1024,Nvidia,2399.0
Lenovo,Gaming,8,Windows 10,2.5,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1109.0
HP,Notebook,8,Windows 10,2.6,1600,900,No,AMD,3.0,HDD,1024,AMD,520.9
Lenovo,Ultrabook,16,Windows 10,1.14,1920,1080,No,Intel,2.7,SSD,512,Intel,2450.0
Asus,Gaming,8,No OS,2.5,1920,1080,No,Intel,2.8,HDD,1024,Nvidia,1169.0
Acer,Notebook,4,Windows 10,2.4,1366,768,No,Intel,2.0,HDD,500,Intel,450.0
Lenovo,Notebook,4,Windows 10,1.43,1366,768,No,Intel,1.6,Flash Storage,32,Intel,274.0
Acer,Ultrabook,8,Windows 10,1.8,1920,1080,No,Intel,2.5,SSD,256,Intel,919.0
Razer,Gaming,16,Windows 10,1.95,1920,1080,No,Intel,2.8,SSD,256,Nvidia,2599.0
Toshiba,Notebook,8,Windows 10,1.2,1920,1080,No,Intel,2.3,SSD,256,Intel,1213.0
Lenovo,Ultrabook,8,Windows 10,1.36,1920,1080,No,Intel,2.7,SSD,256,Intel,1584.0
Asus,Gaming,32,Windows 10,3.8,1920,1080,No,Intel,2.7,SSD,512,Nvidia,2799.0
Acer,Gaming,8,Linux,2.4,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,709.0
Dell,Ultrabook,8,Windows 10,1.2,1920,1080,No,Intel,1.6,SSD,256,Intel,1449.9
MSI,Gaming,8,Windows 10,2.2,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1191.8
HP,Notebook,4,No OS,1.86,1366,768,No,Intel,2.0,HDD,500,Intel,364.9
Toshiba,Notebook,8,Windows 10,2.0,1920,1080,No,Intel,2.5,HDD,500,Intel,1064.0
Dell,Notebook,8,Windows 10,2.2,1920,1080,No,Intel,1.8,SSD,256,AMD,919.0
Dell,Notebook,16,Windows 10,2.2,1920,1080,No,Intel,1.8,"SSD, HDD",2304,AMD,1135.0
Lenovo,Gaming,8,Windows 10,3.31,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1196.0
Dell,Gaming,32,Windows 10,4.42,3840,2160,No,Intel,2.8,"SSD, HDD",1536,Nvidia,3147.37
Dell,Notebook,8,Windows 10,1.56,1920,1080,No,Intel,2.4,SSD,256,Intel,1229.0
Lenovo,Notebook,4,Windows 10,2.2,1366,768,No,Intel,1.1,HDD,500,Intel,419.0
Lenovo,Notebook,4,Windows 10,2.2,1920,1080,No,Intel,2.3,HDD,500,Intel,535.0
HP,Notebook,6,Windows 10,2.04,1920,1080,No,Intel,2.0,HDD,1024,AMD,539.0
MSI,Gaming,8,Windows 10,2.7,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1486.77
Toshiba,Notebook,4,Windows 10,2.1,1366,768,No,Intel,2.1,SSD,128,Intel,498.0
Dell,Notebook,8,Windows 10,2.06,1920,1080,No,Intel,2.5,HDD,1024,Intel,955.0
HP,Notebook,8,Windows 10,2.1,1920,1080,No,Intel,2.7,HDD,1024,AMD,745.0
Toshiba,Notebook,8,Windows 10,2.0,1920,1080,No,Intel,2.5,SSD,256,Intel,1258.0
Acer,Notebook,4,Linux,2.1,1366,768,No,Intel,2.0,SSD,128,Intel,412.0
Microsoft,Ultrabook,8,Windows 10 S,1.252,2256,1504,Yes,Intel,2.8,SSD,256,Intel,1867.85
Lenovo,Notebook,8,Windows 10,1.9,1920,1080,No,Intel,2.5,"SSD, HDD",1152,AMD,817.95
Lenovo,2 in 1 Convertible,8,Windows 10,1.3,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1034.0
Lenovo,Notebook,4,Windows 10,2.2,1366,768,No,AMD,2.2,SSD,128,AMD,349.0
HP,2 in 1 Convertible,4,Windows 10,1.63,1920,1080,Yes,Intel,2.4,SSD,128,Nvidia,699.0
MSI,Gaming,16,Windows 10,2.4,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,1294.0
Asus,Ultrabook,8,Windows 10,1.1,1920,1080,No,Intel,2.5,SSD,256,Intel,1135.0
HP,2 in 1 Convertible,8,Chrome OS,1.4,1366,768,Yes,Intel,1.1,Flash Storage,64,Intel,495.0
LG,Ultrabook,8,Windows 10,1.09,1920,1080,No,Intel,1.8,SSD,512,Intel,2299.0
Acer,Gaming,16,Windows 10,2.5,1920,1080,No,Intel,2.5,SSD,256,Nvidia,1299.0
MSI,Gaming,8,Windows 10,2.2,1920,1080,No,Intel,2.5,SSD,256,Nvidia,997.9
Asus,Notebook,4,Windows 10,1.86,1366,768,No,Intel,1.1,SSD,128,Intel,419.0
Dell,Gaming,16,Windows 10,3.21,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,2051.0
HP,Notebook,4,Windows 10,2.5,1920,1080,No,Intel,2.0,SSD,256,AMD,699.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.19,1920,1080,Yes,Intel,1.8,SSD,512,Intel,1499.0
Dell,Gaming,16,Windows 10,3.49,1920,1080,No,Intel,2.9,"SSD, HDD",1280,Nvidia,2813.75
HP,Notebook,4,Windows 10,1.86,1366,768,No,Intel,2.5,HDD,500,AMD,612.61
Dell,Notebook,4,Windows 10,2.2,1366,768,No,Intel,2.0,HDD,1024,AMD,545.67
HP,Notebook,6,Windows 10,2.65,1920,1080,No,AMD,2.4,HDD,2048,AMD,569.0
Lenovo,Notebook,4,Windows 10,2.1,1366,768,No,Intel,1.6,HDD,500,Intel,318.0
Acer,Notebook,4,Chrome OS,1.45,1366,768,No,Intel,1.6,Flash Storage,32,Intel,375.0
Lenovo,Notebook,4,Windows 10,1.7,1920,1080,No,Intel,2.5,SSD,256,Intel,699.0
HP,Workstation,8,Windows 10,3.14,1920,1080,No,Intel,2.8,HDD,500,Nvidia,1907.99
Lenovo,2 in 1 Convertible,8,Windows 10,1.42,2560,1440,Yes,Intel,2.7,SSD,256,Intel,2590.0
Toshiba,Notebook,8,Windows 10,1.5,1920,1080,No,Intel,2.5,SSD,256,Intel,973.0
Acer,Netbook,4,Windows 10,1.4,1366,768,No,Intel,1.6,Flash Storage,32,Intel,269.0
Lenovo,2 in 1 Convertible,16,Windows 10,1.38,1920,1080,Yes,Intel,2.7,SSD,512,Intel,1749.0
Asus,2 in 1 Convertible,4,Chrome OS,1.2,1920,1080,Yes,Intel,0.9,Flash Storage,64,Intel,669.0
Toshiba,Ultrabook,16,Windows 10,1.36,1920,1080,Yes,Intel,2.5,SSD,512,Intel,1877.0
HP,Notebook,4,Windows 10,2.1,1920,1080,No,Intel,2.7,HDD,500,AMD,689.0
Dell,Gaming,8,Windows 10,2.56,1920,1080,No,Intel,2.5,HDD,1024,Nvidia,819.0
Lenovo,Notebook,4,Windows 10,2.2,1920,1080,No,AMD,2.9,SSD,256,AMD,399.0
Lenovo,Notebook,8,Windows 10,2.2,1366,768,No,AMD,3.6,HDD,1024,AMD,429.0
Lenovo,Notebook,4,Windows 10,2.1,1920,1080,No,Intel,2.5,"HDD, HDD",2048,Intel,621.45
Lenovo,Notebook,4,No OS,1.9,1366,768,No,Intel,2.0,HDD,500,Intel,450.0
Dell,Notebook,8,Windows 10,2.18,1920,1080,No,Intel,2.5,SSD,256,Intel,795.0
Acer,2 in 1 Convertible,8,Windows 10,1.6,1920,1080,Yes,Intel,1.6,SSD,256,Intel,999.0
Lenovo,Workstation,16,Windows 7,2.18,1920,1080,No,Intel,2.5,SSD,512,Nvidia,1855.0
Lenovo,Notebook,8,Windows 10,1.8,1920,1080,No,Intel,2.3,SSD,256,Intel,1191.0
HP,Notebook,6,Windows 10,2.71,1920,1080,No,AMD,2.5,HDD,2048,AMD,655.01
Lenovo,Gaming,8,Windows 10,2.5,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1249.0
Dell,Notebook,8,Linux,1.64,1920,1080,No,Intel,2.8,SSD,256,Nvidia,1089.0
Dell,Notebook,8,Linux,1.98,1920,1080,No,Intel,2.5,HDD,1024,Intel,726.0
Asus,Notebook,4,Windows 10,1.5,1920,1080,No,Intel,1.1,Flash Storage,32,Intel,298.0
Dell,Notebook,16,Windows 10,1.93,1920,1080,No,Intel,2.6,SSD,512,Intel,1426.66
Lenovo,Notebook,8,Windows 10,1.87,1920,1080,No,Intel,2.5,SSD,256,Nvidia,857.07
Dell,Notebook,8,Windows 10,1.9,1920,1080,No,Intel,2.6,SSD,256,Intel,1179.0
Lenovo,Notebook,4,Windows 10,2.19,1366,768,No,AMD,2.0,HDD,500,AMD,298.0
Mediacom,Notebook,4,Windows 10,1.4,1920,1200,No,Intel,1.92,HDD,32,Intel,265.0
HP,Notebook,8,Windows 10,2.63,1920,1080,No,Intel,2.7,SSD,256,Nvidia,1200.0
Lenovo,Ultrabook,8,Windows 10,1.17,2560,1440,No,Intel,2.5,SSD,512,Intel,1686.64
HP,2 in 1 Convertible,8,Windows 10,1.58,1366,768,Yes,Intel,2.5,SSD,256,Intel,836.6
Lenovo,Ultrabook,8,Windows 10,1.32,1920,1080,No,Intel,2.5,SSD,256,Intel,1499.0
Dell,Gaming,32,Windows 10,4.36,3840,2160,No,Intel,2.8,"SSD, HDD",2048,Nvidia,3659.4
MSI,Gaming,8,Windows 10,2.7,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1348.48
Lenovo,Notebook,4,No OS,1.9,1366,768,No,Intel,2.5,HDD,1024,Intel,489.9
Dell,Notebook,8,Windows 10,2.2,1920,1080,No,Intel,1.6,"SSD, HDD",1152,AMD,719.0
Dell,2 in 1 Convertible,4,Windows 10,1.71,1920,1080,Yes,Intel,2.4,HDD,1024,Intel,649.0
Dell,Notebook,8,Linux,2.32,1366,768,No,Intel,2.5,HDD,1024,AMD,589.52
HP,Notebook,4,Windows 10,2.1,1920,1080,No,AMD,3.0,HDD,1024,AMD,489.0
Acer,Gaming,16,Windows 10,4.2,1920,1080,No,Intel,2.6,"SSD, HDD",1152,Nvidia,1935.0
Dell,Notebook,12,Windows 10,2.25,1366,768,No,Intel,2.5,HDD,1024,Intel,649.0
HP,Notebook,6,Windows 10,2.1,1920,1080,No,AMD,3.0,"SSD, HDD",1152,AMD,650.0
Acer,Notebook,4,Windows 10,2.4,1366,768,No,Intel,2.5,HDD,500,Intel,559.0
Lenovo,Notebook,8,Windows 10,1.44,1920,1080,No,Intel,2.5,SSD,256,Intel,960.0
Lenovo,Notebook,4,Windows 10,1.85,1920,1080,No,Intel,2.7,HDD,1024,Intel,779.0
HP,Workstation,16,Windows 10,2.6,1920,1080,No,Intel,2.8,SSD,256,Nvidia,2419.0
Dell,2 in 1 Convertible,8,Windows 10,1.55,1920,1080,Yes,Intel,1.6,HDD,1024,Intel,659.0
MSI,Gaming,16,Windows 10,1.8,1920,1080,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2094.48
Acer,Notebook,4,Windows 10,2.4,1366,768,No,Intel,2.0,HDD,500,Intel,410.8
Dell,Notebook,8,Windows 10,2.0,1920,1080,No,Intel,2.7,"SSD, HDD",1152,Nvidia,1207.0
Dell,Notebook,8,Windows 10,2.0,1366,768,No,Intel,2.0,SSD,256,Intel,665.0
Toshiba,Notebook,8,Windows 10,1.25,1920,1080,Yes,Intel,2.5,SSD,256,Intel,1535.0
Lenovo,2 in 1 Convertible,8,Windows 10,1.7,1920,1080,Yes,Intel,2.5,SSD,256,Intel,999.0
Lenovo,Workstation,16,Windows 10,2.5,3840,2160,No,Intel,2.8,SSD,1024,Nvidia,3299.0
Acer,Notebook,2,Chrome OS,1.68,1366,768,No,Intel,1.6,Flash Storage,32,Intel,330.0
Samsung,Ultrabook,16,Windows 10,0.81,1920,1080,No,Intel,2.7,SSD,256,Intel,1649.0
HP,Notebook,8,Windows 10,1.86,1920,1080,No,Intel,2.0,SSD,256,Intel,539.0
Dell,Notebook,8,Windows 10,1.6,1366,768,No,Intel,2.5,SSD,256,Intel,1126.71
HP,Workstation,16,Windows 7,3.0,1920,1080,No,Intel,2.9,SSD,256,Nvidia,4389.0
Lenovo,Netbook,4,Windows 10,1.4,1366,768,Yes,Intel,1.6,SSD,128,Intel,475.0
HP,Notebook,8,Windows 10,1.84,1920,1080,No,Intel,2.4,SSD,256,Intel,1900.0
Asus,Notebook,4,No OS,2.45,1366,768,No,Intel,2.3,HDD,1024,Nvidia,579.0
Lenovo,Ultrabook,4,Windows 10,1.7,1920,1080,No,Intel,2.3,SSD,180,Intel,1096.0
Asus,Notebook,4,Windows 10,2.37,1366,768,No,Intel,2.7,SSD,256,Intel,849.9
Lenovo,2 in 1 Convertible,8,Windows 10,1.3,3200,1800,Yes,Intel,1.8,SSD,256,Intel,1199.0
HP,Notebook,8,Windows 10,2.2,1920,1080,No,Intel,2.5,"SSD, HDD",1152,Nvidia,1099.0
HP,Workstation,8,Windows 7,2.59,1920,1080,No,Intel,2.6,SSD,256,Nvidia,1561.0
Dell,Gaming,16,Windows 10,4.42,3840,2160,No,Intel,2.8,"SSD, HDD",1280,Nvidia,2868.99
Acer,Notebook,4,Windows 10,2.1,1366,768,No,Intel,2.5,SSD,256,Intel,599.0
Lenovo,Gaming,8,Windows 10,2.5,1920,1080,No,Intel,2.8,"SSD, HDD",1152,Nvidia,1048.0
Dell,Ultrabook,16,Windows 10,1.18,1920,1080,No,Intel,2.8,SSD,256,Intel,1859.0
Google,Ultrabook,8,Chrome OS,1.1,2400,1600,Yes,Intel,1.2,SSD,256,Intel,1559.0
